TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;12;23/9/22;23:0;41;12;200;41;63772;645;4210;23:15;62;791;0;280;20414;280;23:24;231;105;DIA;231;105;4928;44;0:14;4972;44;0;14;0;0;
202;12;23/9/22;23:17;42;12;200;41;63743;651;4144;23:32;62;787;0;277;20404;277;23:40;105;220;DIA;105;220;5104;65492;0:31;5104;0;0;31;0;0;
202;12;23/9/22;23:34;43;12;200;41;63557;667;4195;23:49;62;786;0;291;20343;291;23:57;221;100;DIA;221;101;5236;0;0:48;5236;44;0;48;0;0;
202;12;24/9/22;0:9;1;12;200;41;63672;646;4203;0:23;62;789;0;280;20384;280;0:31;218;97;DIA;218;97;5236;0;1:22;5236;0;1;22;0;0;
202;12;24/9/22;0:25;2;12;200;41;63681;648;4140;0:40;62;789;0;307;20384;307;0:49;98;214;DIA;98;214;5104;0;1:39;5148;0;1;39;0;0;
202;12;24/9/22;0:42;3;12;200;41;63712;659;4142;0:57;62;789;0;330;20394;330;1:6;215;94;DIA;215;94;5236;0;1:56;5236;0;1;56;0;0;
202;12;24/9/22;0:59;4;12;200;41;63661;659;4202;1:14;62;787;0;301;20373;301;1:22;95;212;DIA;95;212;5148;0;2:13;5192;0;2;13;0;0;
202;12;24/9/22;1:16;5;12;200;41;63511;655;4192;1:31;66;848;0;281;20333;281;1:39;213;93;DIA;213;93;5280;0;2:30;5280;0;2;30;0;0;
202;12;24/9/22;1:32;6;12;200;41;63751;659;4208;1:47;66;850;0;285;20404;285;1:56;94;215;DIA;94;215;5280;44;2:47;5324;44;2;47;0;0;
202;12;24/9/22;1:49;7;12;200;41;63615;664;4199;2:4;66;851;0;301;20363;301;2:14;215;101;DIA;215;101;5500;0;3:5;5500;44;3;5;0;0;
202;12;24/9/22;2:6;8;12;200;41;63893;649;4217;2:21;66;853;0;328;20445;328;2:32;101;226;DIA;101;226;5456;0;3:23;5500;44;3;23;0;0;
202;12;24/9/22;2:23;9;12;200;41;64046;651;4228;2:38;67;859;0;327;20496;327;2:49;226;106;DIA;226;106;5236;65492;3:40;5280;0;3;40;0;0;
202;12;24/9/22;2:40;10;12;200;41;63909;665;4219;2:55;66;854;0;307;20455;307;3:6;107;230;DIA;107;230;5456;0;3:57;5456;0;3;57;0;0;
202;12;24/9/22;2:57;11;12;200;41;63704;655;4205;3:12;67;856;0;326;20394;326;3:24;231;113;DIA;231;113;5324;0;4:15;5368;0;4;15;0;0;
202;12;24/9/22;3:14;12;12;200;41;63693;670;4204;3:29;66;852;0;334;20384;334;3:41;114;238;DIA;114;238;5500;0;4:36;5500;0;4;36;0;0;
202;12;24/9/22;3:31;13;12;200;41;63635;654;4200;3:46;67;853;0;336;20363;336;3:59;239;122;DIA;239;122;5324;44;4:54;5368;44;4;54;0;0;
202;12;24/9/22;3:48;14;12;200;41;63775;655;4210;4:3;67;853;0;343;20414;343;4:17;122;235;DIA;122;235;5016;65492;5:10;5016;0;5;10;0;0;
