TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;12;29/3/22;22:38;59;12;65;41;69466;692;4655;22:57;58;1792;22;312;22235;328;23:15;62;206;DIA;62;206;6336;0;0:11;6336;0;0;11;0;0;
202;12;29/3/22;23:0;60;12;65;41;69357;685;4647;23:19;58;1795;22;316;22194;353;23:37;207;111;DIA;207;111;6248;0;0:33;6248;44;0;32;0;0;
202;12;29/3/22;23:21;61;12;65;41;69353;701;4647;23:40;58;1794;22;295;22194;342;23:58;112;13;DIA;111;13;6204;0;0:54;6204;44;0;53;0;0;
202;12;30/3/22;0:3;1;12;65;41;69532;750;4590;0:23;58;1797;22;281;22255;347;0:41;162;65;DIA;162;65;6248;0;1:37;6292;0;1;37;0;0;
202;12;30/3/22;0:25;2;12;65;41;69255;699;4641;0:44;58;1795;22;281;22163;333;1:2;66;212;DIA;66;212;6424;0;1:59;6424;0;1;59;0;0;
202;12;30/3/22;0:46;3;12;65;41;69464;711;4585;1:6;30;891;50;286;22235;357;1:24;213;121;DIA;213;121;6424;0;2:21;6424;44;2;20;0;0;
202;12;30/3/22;1:8;4;12;65;41;69712;700;4671;1:28;30;899;50;275;22307;368;1:46;122;27;DIA;121;27;6292;44;2:42;6380;44;2;42;0;0;
202;12;30/3/22;1:30;5;12;65;41;69648;696;4597;1:50;30;890;50;280;22296;331;2:7;27;173;DIA;27;173;6424;65492;3:4;6424;0;3;4;0;0;
202;12;30/3/22;2:35;8;12;65;41;69418;717;4513;2:55;31;888;49;266;22215;362;3:13;231;171;DIA;231;161;7832;0;4:13;7436;0;4;12;0;0;
202;12;30/3/22;2:57;9;12;65;41;69424;716;4582;3:17;16;400;64;398;22215;398;5:3;3;125;DIA;2;125;4708;0;5:57;5412;0;5;57;0;0;
202;12;30/3/22;3:19;10;12;65;41;69831;713;4609;5:6;16;414;64;324;22347;358;5:22;126;36;DIA;126;36;6380;44;6:19;6556;44;6;19;0;0;
202;12;30/3/22;5:8;11;12;65;41;69779;744;4606;5:26;16;406;64;354;22337;354;5:44;36;181;DIA;36;181;6336;65492;6:40;6380;0;6;40;0;0;
202;12;30/3/22;5:28;12;12;65;41;69552;710;4521;5:48;15;411;65;358;22266;358;6:6;182;91;DIA;182;91;6424;0;7:3;6512;0;7;3;0;0;
202;12;30/3/22;5:50;13;12;65;41;69491;709;4587;6:9;16;404;64;381;22245;381;6:28;92;237;DIA;92;237;5940;0;7:24;6424;0;7;24;0;0;
202;12;30/3/22;6:11;14;12;65;41;69655;709;4528;6:31;16;405;64;367;22296;367;6:50;238;143;DIA;238;143;5852;0;7:46;6292;44;7;46;0;0;
202;12;30/3/22;6:33;15;12;65;41;69673;730;4599;6:53;16;409;64;358;22296;358;7:11;144;54;DIA;143;54;6468;0;8:9;6644;0;8;8;0;0;
202;12;30/3/22;6:55;16;12;65;41;69449;702;4584;7:15;15;406;65;379;22225;379;7:34;55;205;DIA;55;205;6556;0;8:31;6600;0;8;31;0;0;
202;12;30/3/22;7:17;17;12;65;41;69572;713;4662;7:37;16;413;64;430;22266;430;7:56;206;106;DIA;206;106;5632;0;8:52;6116;0;8;52;0;0;
202;12;30/3/22;7:39;18;12;65;41;69599;700;4524;7:59;16;417;64;368;22276;368;8:17;107;9;DIA;107;9;5896;0;9:13;6248;0;9;13;0;0;
202;12;30/3/22;8:1;19;12;65;41;69701;715;4601;8:20;16;406;64;346;22307;346;8:38;10;154;DIA;10;154;6160;0;9:35;6336;0;9;34;0;0;
202;12;30/3/22;8:22;20;12;65;41;69590;702;4593;8:42;16;414;64;331;22276;351;9:0;155;57;DIA;155;57;5852;0;9:56;6248;0;9;56;0;0;
202;12;30/3/22;8:44;21;12;65;41;69723;735;4602;9:3;16;406;64;311;22317;338;9:21;58;208;DIA;58;208;6248;0;10:18;6600;0;10;18;0;0;
