TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;12;4/1/22;22:46;71;12;535;41;58273;569;3847;23:2;16;677;0;545;18655;545;23:16;172;54;DIA;172;54;5324;44;0:8;5324;44;0;7;0;0;
202;12;4/1/22;23:3;72;12;535;41;58345;576;3851;23:19;16;676;0;549;18676;549;23:33;54;167;DIA;54;167;4928;0;0:24;4928;44;0;24;0;0;
202;12;4/1/22;23:21;73;12;535;41;58240;572;3844;23:37;16;676;0;479;18645;509;23:50;167;53;DIA;167;53;5500;0;0:42;5500;44;0;42;0;0;
202;12;4/1/22;23:39;74;12;535;41;58256;572;3845;23:53;16;681;0;473;18645;505;0:8;53;172;DIA;53;172;5236;65492;1:0;5236;0;1;0;0;0;
202;12;5/1/22;0:14;1;12;535;41;58159;585;3839;0:29;16;682;0;487;18614;526;0:43;56;175;DIA;56;175;5192;44;1:35;5192;44;1;35;0;0;
202;12;5/1/22;0:31;2;12;535;41;58271;578;3788;0:47;16;676;0;477;18655;524;1:1;175;56;DIA;175;56;5280;0;1:53;5280;44;1;52;0;0;
202;12;5/1/22;0:49;3;12;535;41;58275;596;3905;1:4;16;682;0;484;18655;506;1:18;56;175;DIA;56;175;5236;65492;2:10;5236;0;2;10;0;0;
202;12;5/1/22;1:6;4;12;535;41;58283;582;3906;1:22;16;677;0;423;18655;496;1:36;176;62;DIA;176;62;5544;0;2:28;5544;0;2;28;0;0;
202;12;5/1/22;1:24;5;12;535;41;58231;589;3902;1:39;16;682;0;449;18635;498;1:54;63;183;DIA;63;183;5280;0;2:46;5280;0;2;46;0;0;
202;12;5/1/22;1:41;6;12;535;41;58250;582;3845;1:58;16;673;0;462;18645;519;2:12;184;63;DIA;184;63;5236;0;3:3;5236;0;3;3;0;0;
202;12;5/1/22;1:59;7;12;535;41;58215;576;3784;2:16;16;676;0;451;18635;494;2:29;64;192;DIA;64;192;5632;0;3:22;5632;0;3;22;0;0;
202;12;5/1/22;2:17;8;12;535;41;58147;578;3838;2:33;16;672;0;465;18614;515;2:48;193;72;DIA;193;72;5236;0;3:40;5236;0;3;40;0;0;
202;12;5/1/22;2:35;9;12;535;41;58430;587;3915;2:51;16;682;0;457;18706;519;3:5;73;191;DIA;73;191;5192;0;3:57;5192;0;3;57;0;0;
202;12;5/1/22;2:53;10;12;535;41;58189;586;3841;3:9;16;688;0;430;18625;477;3:23;192;80;DIA;192;80;5588;44;4:16;5588;44;4;15;0;0;
202;12;5/1/22;3:11;11;12;535;41;58209;581;3842;3:26;16;688;0;445;18635;514;3:41;80;201;DIA;80;201;5324;65492;4:33;5324;0;4;33;0;0;
202;12;5/1/22;3:28;12;12;535;41;58218;582;3843;3:45;16;684;0;478;18635;496;3:59;202;81;DIA;202;81;5192;44;4:51;5192;44;4;50;0;0;
202;12;5/1/22;3:47;13;12;535;41;58181;581;3782;4:3;16;678;0;449;18625;514;4:17;81;202;DIA;81;202;5324;65492;5:8;5324;0;5;8;0;0;
202;12;5/1/22;4:4;14;12;535;41;58179;582;3899;4:20;16;676;0;465;18625;487;4:34;203;87;DIA;203;87;5456;0;5:27;5456;0;5;26;0;0;
202;12;5/1/22;4:22;15;12;535;41;58216;577;3843;4:38;16;681;0;509;18635;512;4:52;88;216;DIA;88;216;5588;44;5:45;5588;44;5;45;0;0;
202;12;5/1/22;4:39;16;12;535;41;58350;578;3852;4:56;16;676;0;575;18676;575;5:11;216;101;DIA;216;101;5456;65492;6:3;5456;0;6;3;0;0;
202;12;5/1/22;4:58;17;12;535;41;58267;587;3846;5:15;16;676;0;613;18645;614;5:29;102;223;DIA;102;223;5368;0;6:21;5368;0;6;21;0;0;
202;12;5/1/22;5:16;18;12;535;41;58351;582;3852;5:33;16;682;0;609;18676;609;5:47;224;102;DIA;224;102;5148;0;6:39;5148;0;6;38;0;0;
202;12;5/1/22;5:35;19;12;535;41;58201;586;3842;5:50;16;677;0;604;18625;604;6:4;103;224;DIA;103;224;5368;0;6:56;5368;0;6;56;0;0;
202;12;5/1/22;5:52;20;12;535;41;58222;583;3843;6:8;16;682;0;610;18635;610;6:22;225;108;DIA;225;108;5368;0;7:14;5368;0;7;14;0;0;
202;12;5/1/22;6:10;21;12;535;41;58343;576;3910;6:26;16;682;0;626;18676;626;6:40;109;231;DIA;109;229;5412;0;7:32;5324;0;7;32;0;0;
202;12;5/1/22;6:27;22;12;535;41;58314;574;3849;6:44;16;676;0;649;18665;649;6:58;232;110;DIA;234;110;5148;0;7:50;5060;0;7;50;0;0;
202;12;5/1/22;8:23;26;12;535;38;56997;582;3477;8:38;25;1237;0;608;15965;609;9:49;146;20;DIL;145;19;5016;0;10:41;5016;0;10;41;0;0;
202;12;5/1/22;8:40;27;12;535;38;58064;580;3542;9:53;26;1255;0;750;16262;750;10:8;36;133;DIL;35;133;4268;0;10:58;4312;0;10;58;0;0;
202;12;5/1/22;9:55;28;12;535;38;58466;857;3567;10:14;28;1259;0;465;16374;465;10:23;134;27;DIL;134;22;5852;0;11:17;5632;0;11;17;0;0;
202;12;5/1/22;10:16;29;12;535;38;67373;660;4110;10:32;57;1390;0;514;18870;514;10:43;33;149;DIL;33;149;5104;0;11:35;5104;0;11;35;0;0;
202;12;5/1/22;10:34;30;12;535;38;67750;649;4133;10:51;58;1407;0;472;18972;472;11:1;150;36;DIL;150;36;5544;0;11:54;5544;0;11;54;0;0;
202;12;5/1/22;10:53;31;12;535;38;68162;649;4158;11:9;32;1464;0;452;19085;452;11:19;37;167;DIL;37;167;5720;0;12:21;5720;0;12;21;0;0;
202;12;5/1/22;11:11;32;12;535;38;68167;666;4159;11:28;32;1453;0;451;19095;451;11:39;168;61;DIL;168;61;5852;0;12:41;5808;44;12;40;0;0;
202;12;5/1/22;11:30;33;12;535;38;68081;666;4153;11:47;32;1453;0;438;19064;974;12:6;62;200;DIL;61;200;6072;0;13:1;6116;0;13;1;0;0;
202;12;5/1/22;11:49;34;12;535;38;68227;671;4162;12:10;32;1461;0;436;19105;481;12:27;201;102;DIL;201;102;6160;0;13:21;6160;0;13;21;0;0;
202;12;5/1/22;12:12;35;12;535;38;67986;674;4080;12:32;32;1455;0;420;19044;496;12:47;103;14;DIL;103;14;6644;0;13:44;6600;44;13;43;0;0;
202;12;5/1/22;12:34;36;12;535;38;67693;664;4062;12:54;32;1439;0;398;18962;513;13:9;15;162;DIL;14;162;6468;0;14:5;6512;0;14;5;0;0;
202;12;5/1/22;12:56;37;12;535;38;67810;663;4137;13:15;32;1451;0;378;18993;495;13:31;163;69;DIL;163;69;6380;44;14:26;6380;44;14;26;0;0;
202;12;5/1/22;13:17;38;12;535;38;67659;662;4195;13:36;31;1447;0;405;18952;504;13:52;69;211;DIL;69;211;6248;65492;14:47;6248;0;14;47;0;0;
202;12;5/1/22;13:38;39;12;535;38;67895;649;4142;13:57;31;1457;0;444;19013;511;14:13;212;112;DIL;212;112;6116;0;15:7;6116;0;15;7;0;0;
202;12;5/1/22;13:59;40;12;535;38;67729;664;4064;14:18;32;1449;0;464;18972;464;14:33;113;17;DIL;113;17;6336;0;15:28;6336;0;15;28;0;0;
202;12;5/1/22;14:20;41;12;535;38;67771;649;4135;14:39;32;1458;0;474;18982;474;14:54;18;166;DIL;18;166;6512;0;15:50;6512;0;15;50;0;0;
202;12;5/1/22;14:41;42;12;535;38;67983;643;4148;14:58;32;1459;0;525;19044;525;15:16;167;78;DIL;167;78;6644;0;16:12;6644;0;16;12;0;0;
202;12;5/1/22;15:22;44;12;535;38;68056;649;4152;15:42;32;1454;0;666;19064;666;15:59;228;126;DIL;225;142;6028;0;16:54;6864;0;16;56;0;0;
202;12;5/1/22;15:44;45;12;535;38;67840;665;4139;16:3;32;1458;0;588;19003;588;16:25;163;66;DIL;163;68;6292;0;17:19;6380;0;17;19;0;0;
202;12;5/1/22;16:5;46;12;535;38;67947;664;4077;16:29;31;1454;0;572;19034;572;17:11;6;145;DIL;5;153;6116;0;18:5;6512;0;18;6;0;0;
202;12;5/1/22;16:31;47;12;535;38;67881;677;4073;17:15;31;1446;0;648;19013;648;17:41;213;106;DIL;213;106;5808;0;18:34;5764;44;18;34;0;0;
202;12;5/1/22;17:17;48;12;535;38;67967;656;4147;17:45;32;1455;0;614;19034;614;18:0;107;11;DIL;106;11;6336;0;18:55;6380;0;18;55;0;0;
202;12;5/1/22;17:47;49;12;535;38;67780;665;4135;18:4;31;1451;0;625;18982;625;18:21;12;159;DIL;12;159;6468;0;19:17;6424;44;19;17;0;0;
202;12;5/1/22;18:6;50;12;535;38;67975;652;4147;18:25;31;1450;0;636;19034;636;18:43;160;67;DIL;159;67;6424;44;19:38;6468;44;19;38;0;0;
202;12;5/1/22;18:27;51;12;535;38;67953;668;4146;18:47;31;1451;0;657;19034;657;19:4;67;211;DIL;67;211;6248;65492;19:59;6336;0;19;59;0;0;
202;12;5/1/22;18:49;52;12;535;38;67943;660;4077;19:8;31;1467;0;615;19034;615;19:25;212;113;DIL;212;113;6160;0;20:20;6116;44;20;20;0;0;
202;12;5/1/22;19:10;53;12;535;38;67853;664;4140;19:29;31;1446;0;572;19003;572;19:46;114;16;DIL;113;16;6248;0;20:40;6292;0;20;40;0;0;
202;12;5/1/22;19:31;54;12;535;38;67910;646;4143;19:50;31;1459;0;571;19023;571;20:6;17;152;DIL;17;152;5896;44;21:0;5896;44;21;0;0;0;
202;12;5/1/22;19:52;55;12;535;38;68129;652;4156;20:10;31;1459;0;554;19085;554;20:26;152;59;DIL;152;59;6468;65492;21:22;6468;0;21;21;0;0;
202;12;5/1/22;20:12;56;12;535;38;67825;678;4138;20:30;30;1454;0;545;18993;545;20:47;60;203;DIL;60;203;6292;0;21:43;6292;0;21;42;0;0;
202;12;5/1/22;20:32;57;12;535;38;67865;659;4072;20:51;31;1454;0;544;19003;544;21:8;204;110;DIL;204;110;6336;44;22:4;6336;44;22;4;0;0;
202;12;5/1/22;20:53;58;12;535;38;67853;671;4140;21:12;31;1451;0;531;19003;531;21:30;110;15;DIL;110;15;6380;65492;22:25;6380;0;22;25;0;0;
202;12;5/1/22;21:14;59;12;535;38;67966;657;4146;21:34;31;1462;0;520;19034;525;21:51;16;159;DIL;16;159;6292;0;22:46;6292;0;22;46;0;0;
202;12;5/1/22;21:36;60;12;535;38;67901;676;4143;21:55;31;1468;0;505;19013;533;22:12;160;66;DIL;160;66;6424;0;23:7;6424;0;23;7;0;0;
202;12;5/1/22;21:57;61;12;535;38;67631;685;4126;22:16;31;1450;0;496;18942;522;22:33;67;213;DIL;67;213;6424;0;23:28;6424;0;23;28;0;0;
202;12;5/1/22;22:18;62;12;535;38;67816;662;4137;22:37;30;1452;0;494;18993;514;22:54;214;121;DIL;214;121;6424;0;23:50;6424;0;23;50;0;0;
