TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;12;19/7/22;21:18;71;12;139;38;55278;560;3372;21:34;63;2282;0;203;15485;283;21:49;152;26;DIL;152;26;5016;0;22:48;5016;0;22;48;0;0;
202;12;19/7/22;21:18;71;12;139;38;55278;560;3372;21:34;63;2282;0;203;15485;283;21:49;152;26;DIL;152;26;5016;0;22:48;5016;0;22;48;0;0;
202;12;19/7/22;21:36;72;12;139;38;55247;567;3371;21:51;63;2271;0;202;15474;300;22:6;27;38;DIL;27;39;6380;352;2:46;6336;352;2;46;0;0;
202;12;20/7/22;2:20;1;12;139;38;55219;591;3369;2:33;63;2278;0;269;15464;272;2:46;36;152;DIL;36;152;5060;0;3:40;5148;0;3;39;0;0;
202;12;20/7/22;2:51;3;12;139;38;55349;567;3377;3:6;63;2282;0;296;15505;296;3:21;29;143;DIL;29;143;4972;0;4:15;5060;0;4;14;0;0;
202;12;20/7/22;3:8;4;12;139;38;55319;600;3375;3:24;41;1449;19;250;15495;300;3:39;144;19;DIL;144;19;5060;0;4:32;5060;0;4;32;0;0;
202;12;20/7/22;3:26;5;12;139;38;55480;560;3385;3:41;41;1460;19;282;15536;296;3:56;20;139;DIL;20;139;5148;44;4:50;5236;44;4;50;0;0;
202;12;20/7/22;3:43;6;12;139;38;55424;561;3381;3:59;41;1450;19;331;15525;331;4:15;139;16;DIL;139;16;5148;65492;5:8;5148;0;5;8;0;0;
202;12;20/7/22;3:43;6;12;139;38;55424;561;3381;3:59;41;1450;19;331;15525;331;4:15;139;16;DIL;139;16;5148;65492;5:8;5148;0;5;8;0;0;
202;12;20/7/22;4:1;7;12;139;38;55475;592;3384;4:17;42;1452;18;349;15536;349;4:32;17;139;DIL;17;139;5324;0;5:27;5412;0;5;27;0;0;
