TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;12;22/8/22;8:20;27;12;178;41;65653;590;4268;8:34;61;1017;0;369;21008;369;8:43;14;148;DIA;20;149;5808;0;9:43;5676;44;9;42;0;0;
202;12;22/8/22;8:36;28;12;178;41;65571;591;4328;8:53;60;1018;0;355;20987;355;9:9;149;48;DIA;149;41;6116;0;10:2;5808;0;10;1;0;0;
202;12;22/8/22;8:55;29;12;178;41;65499;605;4258;9:12;60;1015;0;486;20967;486;9:29;49;165;DIA;51;165;5148;0;10:19;5060;0;10;19;0;0;
202;12;22/8/22;9:14;30;12;178;41;65486;602;4323;9:32;60;1012;0;375;20956;375;9:46;166;45;DIA;166;45;5236;0;10:36;5236;0;10;36;0;0;
202;12;22/8/22;9:34;31;12;178;41;66349;603;3849;9:49;60;1027;0;332;21233;332;10:3;46;172;DIA;46;172;5588;0;10:54;5588;0;10;54;0;0;
202;12;22/8/22;9:51;32;12;178;41;70563;646;4587;10:5;65;1095;0;354;22583;354;10:21;173;72;DIA;173;72;6116;0;11:14;6116;0;11;14;0;0;
202;12;22/8/22;10:8;33;12;178;41;70701;622;4737;10:24;65;1092;0;366;22624;366;10:41;73;208;DIA;73;208;5984;0;11:33;5984;0;11;33;0;0;
202;12;22/8/22;10:26;34;12;178;41;70811;618;4320;10:43;64;1093;0;371;22665;371;11:0;209;100;DIA;209;100;5764;0;11:52;5764;0;11;52;0;0;
202;12;22/8/22;10:46;35;12;178;41;70605;623;4590;11:3;64;1091;0;342;22593;342;11:19;101;237;DIA;101;237;5984;44;12:11;5984;44;12;11;0;0;
202;12;22/8/22;11:5;36;12;178;41;70636;685;4662;11:21;65;1093;0;341;22603;341;11:38;237;134;DIA;237;134;6028;65492;12:31;6028;0;12;31;0;0;
202;12;22/8/22;11:24;37;12;178;41;70542;616;4656;11:41;65;1093;0;330;22583;330;11:58;135;36;DIA;135;36;6204;0;12:51;6204;0;12;51;0;0;
