TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;13;3/7/22;22:27;49;13;142;44;55426;482;3381;22:47;37;1481;0;368;27743;413;23:6;88;230;DIB;87;230;5940;0;0:4;6248;0;0;4;0;0;
202;13;3/7/22;22:27;49;13;142;44;55426;482;3381;22:47;37;1481;0;368;27743;413;23:6;88;230;DIB;87;230;5940;0;0:4;6248;0;0;4;0;0;
202;13;3/7/22;22:49;50;13;142;44;55383;491;3323;23:9;38;1481;0;426;27705;426;23:28;231;130;DIB;231;130;5808;0;0:25;6028;0;0;24;0;0;
202;13;3/7/22;23:11;51;13;142;44;55335;485;3321;23:30;37;1490;0;375;27667;438;23:49;131;33;DIB;131;33;6204;0;0:46;6248;0;0;46;0;0;
202;13;3/7/22;23:11;51;13;142;44;55335;485;3321;23:30;37;1490;0;375;27667;438;23:49;131;33;DIB;131;33;6204;0;0:46;6248;0;0;46;0;0;
202;13;3/7/22;23:32;52;13;142;44;55220;488;3369;23:51;41;1649;0;371;27628;412;0:10;34;174;DIB;34;174;5896;0;1:7;6116;0;1;7;0;0;
202;13;4/7/22;0:14;1;13;142;44;55196;484;3367;0:34;42;1644;0;359;27628;410;0:53;76;222;DIB;76;221;6116;0;1:51;6336;0;1;50;0;0;
202;13;4/7/22;0:14;1;13;142;44;55196;484;3367;0:34;42;1644;0;359;27628;410;0:53;76;222;DIB;76;221;6116;0;1:51;6336;0;1;50;0;0;
202;13;4/7/22;0:36;2;13;142;44;55311;487;3375;0:55;41;1652;0;374;27667;407;1:15;223;124;DIB;222;124;5896;0;2:12;6160;0;2;12;0;0;
202;13;4/7/22;0:36;2;13;142;44;55311;487;3375;0:55;41;1652;0;374;27667;407;1:15;223;124;DIB;222;124;5896;0;2:12;6160;0;2;12;0;0;
