TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;13;16/2/22;22:49;61;13;56;39;62196;545;3110;23:7;20;1450;40;498;31116;560;23:24;237;130;DIT;237;130;5852;0;0:17;5852;0;0;17;0;0;
202;13;16/2/22;23:9;62;13;56;39;62146;539;3170;23:27;20;1446;40;508;31077;526;23:43;131;28;DIT;131;28;6028;0;0:37;6028;0;0;37;0;0;
202;13;16/2/22;23:29;63;13;56;39;61990;550;3100;23:46;20;1431;40;533;31001;534;0:3;29;162;DIT;29;162;5896;0;0:56;5896;0;0;56;0;0;
202;13;17/2/22;0:7;1;13;56;39;62077;549;3166;0:25;19;1440;41;518;31039;524;0:42;61;194;DIT;61;194;5896;0;1:35;5896;0;1;35;0;0;
202;13;17/2/22;0:27;2;13;56;39;62240;563;3112;0:44;20;1458;40;522;31154;544;1:1;195;95;DIT;195;95;6160;0;1:55;6160;0;1;55;0;0;
202;13;17/2/22;0:46;3;13;56;39;62128;546;3169;1:3;20;1440;40;540;31077;540;1:21;96;231;DIT;96;231;5984;0;2:15;5984;0;2;15;0;0;
202;13;17/2/22;1:6;4;13;56;39;62180;555;3172;1:23;19;1441;41;547;31116;547;1:41;232;141;DIT;232;141;6556;0;2:36;6556;0;2;36;0;0;
202;13;17/2/22;1:26;5;13;56;39;62195;550;3172;1:43;19;1440;41;637;31116;637;2:2;142;35;DIT;142;35;5852;0;2:55;5852;0;2;55;0;0;
202;13;17/2/22;1:45;6;13;56;39;62220;555;3174;2:4;20;1456;40;626;31116;626;2:21;36;181;DIT;36;181;6424;0;3:16;6424;0;3;16;0;0;
202;13;17/2/22;1:45;6;13;56;39;62220;555;3174;2:4;20;1456;40;626;31116;626;2:21;36;181;DIT;36;181;6424;0;3:16;6424;0;3;16;0;0;
202;13;17/2/22;2:7;7;13;56;39;62116;566;3168;2:23;19;1439;41;697;31077;697;2:42;182;82;DIT;182;81;6116;0;3:36;6116;0;3;36;0;0;
202;13;17/2/22;2:25;8;13;56;39;62127;549;3169;2:44;20;1440;40;677;31077;677;3:2;83;212;DIT;82;212;5720;0;3:55;5764;0;3;55;0;0;
202;13;17/2/22;2:46;9;13;56;39;62215;566;3174;3:4;19;1451;41;630;31116;630;3:21;213;108;DIT;213;108;5940;0;4:14;5940;0;4;14;0;0;
