TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;1;2/4/22;23:0;66;1;108;41;70290;521;4569;23:19;20;637;100;300;22527;400;23:34;38;181;DIA;38;181;6292;44;0:0;6292;44;0;0;0;0;
202;1;2/4/22;23:21;67;1;108;41;70733;514;4598;23:40;20;642;100;328;22649;400;23:56;181;88;DIA;181;88;6468;0;0:0;6468;44;0;0;0;0;
202;1;3/4/22;0:4;1;1;108;41;70710;504;5162;0:22;20;642;100;319;22649;400;0:38;235;134;DIA;235;134;6160;65492;0:0;6160;0;0;0;0;0;
202;1;3/4/22;0:25;2;1;108;41;70272;493;4568;0:43;19;633;101;307;22527;400;0:58;135;30;DIA;135;30;5984;0;0:0;5984;0;0;0;0;0;
202;1;3/4/22;0:46;3;1;109;41;70118;510;5119;1:3;20;645;100;328;22445;400;1:17;31;169;DIA;31;169;6116;0;0:0;6116;0;0;0;0;0;
202;1;3/4/22;1:6;4;1;109;41;70747;505;4599;1:23;20;638;100;319;22649;400;1:37;170;73;DIA;170;73;6336;0;0:0;6336;0;0;0;0;0;
202;1;3/4/22;1:6;4;1;109;41;70747;505;4599;1:23;20;638;100;319;22649;400;1:37;170;73;DIA;170;73;6336;0;2:32;6336;0;2;32;0;0;
202;1;3/4/22;1:6;4;1;109;41;70747;505;4599;1:23;20;638;100;319;22649;400;1:37;170;73;DIA;170;73;6336;0;2:32;6336;0;2;32;0;0;
202;1;3/4/22;1:25;5;1;109;41;70495;503;4583;1:43;19;641;101;305;22567;400;1:58;74;31;DIA;74;157;6556;352;2:53;6644;396;4;4;0;0;
202;1;3/4/22;1:25;5;1;109;41;70495;503;4583;1:43;19;641;101;305;22567;400;1:58;74;31;DIA;74;157;6556;352;4:8;6644;396;4;8;0;0;
