TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;1;31/1/22;23:7;63;1;30;36;60282;432;3015;23:28;33;1160;87;296;30144;380;0:1;149;41;REB;149;41;5852;0;0:0;5852;0;0;0;0;0;
202;1;31/1/22;23:7;63;1;30;36;60282;432;3015;23:28;33;1160;87;296;30144;380;0:1;149;41;REB;149;41;5852;0;0:0;5852;0;0;0;0;0;
202;1;31/1/22;23:7;63;1;30;36;60282;432;3015;23:28;33;1160;87;296;30144;380;0:1;149;41;REB;149;41;5852;0;0:54;5852;0;0;53;0;0;
202;1;31/1/22;23:7;63;1;30;36;60282;432;3015;23:28;33;1160;87;296;30144;380;0:1;149;41;REB;149;41;5852;0;0:54;5852;0;0;53;0;0;
202;1;31/1/22;23:7;63;1;30;36;60282;432;3015;23:28;33;1160;87;296;30144;380;0:1;149;41;REB;149;41;5852;0;0:54;5852;0;0;53;0;0;
202;1;1/2/22;1:52;1;1;30;36;60312;420;3016;2:3;33;1154;87;294;30185;380;2:22;219;100;REB;217;100;5368;0;0:0;5456;0;0;0;0;0;
202;1;1/2/22;2:5;2;1;30;36;60093;417;3005;2:24;34;1148;86;288;30063;380;2:40;101;3;REB;101;3;6248;44;0:0;6248;44;0;0;0;0;
202;1;1/2/22;2:26;3;1;30;36;60317;418;3016;2:42;34;1162;86;319;30185;380;3:1;3;142;REB;3;142;6160;65492;0:0;6160;0;0;0;0;0;
202;1;1/2/22;2:44;4;1;30;36;59928;430;2997;3:3;36;1268;84;327;29981;380;3:21;143;55;REB;143;55;6732;0;0:0;6732;0;0;0;0;0;
202;1;1/2/22;3:4;5;1;30;36;60479;424;3024;3:23;36;1276;84;362;30267;380;3:43;56;207;REB;56;207;6688;0;0:0;6688;0;0;0;0;0;
202;1;1/2/22;3:25;6;1;30;36;60503;419;3026;3:45;37;1280;83;389;30267;389;4:5;208;116;REB;208;116;6556;0;0:0;6556;0;0;0;0;0;
202;1;1/2/22;3:47;7;1;30;36;60157;435;3008;4:7;36;1274;83;422;30104;422;4:26;117;28;REB;117;28;6688;0;0:0;6688;0;0;0;0;0;
202;1;1/2/22;4:9;8;1;30;36;60356;432;3018;4:28;38;1281;82;450;30185;450;4:47;29;176;REB;29;176;6468;44;0:0;6468;44;0;0;0;0;
202;1;1/2/22;4:30;9;1;30;36;60330;427;3017;4:49;36;1278;84;446;30185;446;5:9;176;93;REB;176;93;6952;65492;0:0;6952;0;0;0;0;0;
202;1;1/2/22;4:51;10;1;30;36;60151;442;3008;5:11;37;1278;83;472;30104;472;5:31;94;238;REB;94;238;6380;0;0:0;6380;0;0;0;0;0;
202;1;1/2/22;5:13;11;1;30;36;60470;439;3024;5:33;37;1287;83;479;30267;479;5:52;239;150;REB;239;150;6688;0;0:0;6688;0;0;0;0;0;
202;1;1/2/22;5:35;12;1;30;36;60504;435;2965;5:54;37;1283;83;511;30267;511;6:13;151;65;REB;151;66;6820;0;0:0;6864;0;0;0;0;0;
202;1;1/2/22;5:56;13;1;30;36;60272;432;3014;6:15;37;1284;83;541;30144;541;6:35;69;215;REB;67;215;6468;0;0:0;6556;0;0;0;0;0;
202;1;1/2/22;6:17;14;1;30;36;60001;451;3001;6:38;40;1391;80;509;30022;509;6:57;216;123;REB;216;123;6512;0;0:0;6512;0;0;0;0;0;
202;1;1/2/22;6:40;15;1;30;36;60254;447;3013;6:59;40;1402;80;483;30144;483;7:18;124;40;REB;124;44;6908;0;0:0;7084;0;0;0;0;0;
202;1;1/2/22;7:1;16;1;30;36;60403;441;2960;7:20;40;1400;80;568;30226;568;7:41;47;195;REB;45;195;6512;44;0:0;6600;44;0;0;0;0;
202;1;1/2/22;7:1;16;1;30;36;60403;441;2960;7:20;40;1400;80;568;30226;568;7:41;47;195;REB;45;195;6512;44;0:0;6600;44;0;0;0;0;
202;1;1/2/22;7:22;17;1;30;36;60220;439;3011;7:43;40;1394;80;522;30144;522;8:2;195;86;REB;195;86;5764;0;0:0;5808;0;0;0;0;0;
202;1;1/2/22;7:22;17;1;30;36;60220;439;3011;7:43;40;1394;80;522;30144;522;8:2;195;86;REB;195;86;5764;0;8:43;5808;0;8;43;0;0;
202;1;1/2/22;7:45;18;1;31;36;44572;715;2274;8:4;31;1051;89;306;22323;380;8:21;86;222;REB;87;229;6028;65492;0:0;6292;0;0;0;0;0;
202;1;1/2/22;8:22;19;1;31;41;20899;225;1443;8:30;11;279;109;88;6721;350;8:51;53;94;DIA;53;96;1848;0;0:0;1936;0;0;0;0;0;
202;1;1/2/22;8:33;20;1;31;41;70712;530;4526;8:53;23;779;97;310;22649;350;9:2;135;12;DIA;135;12;5192;0;0:0;5192;0;0;0;0;0;
202;1;1/2/22;8:33;20;1;31;41;70712;530;4526;8:53;23;779;97;310;22649;350;9:2;135;12;DIA;135;12;5192;0;0:0;5192;0;0;0;0;0;
202;1;1/2/22;8:33;20;1;31;41;70712;530;4526;8:53;23;779;97;310;22649;350;9:2;135;12;DIA;135;12;5192;0;0:0;5192;0;0;0;0;0;
202;1;1/2/22;8:55;21;1;31;41;70318;477;4501;9:8;24;770;96;294;22527;350;9:20;13;153;DIA;13;153;6204;0;0:0;6204;0;0;0;0;0;
202;1;1/2/22;9:10;22;1;31;41;70115;488;4488;9:24;24;769;96;279;22445;350;9:41;154;49;DIA;154;49;5984;0;0:0;5984;0;0;0;0;0;
202;1;1/2/22;9:26;23;1;31;41;70752;485;4529;9:43;19;573;101;289;22649;350;10:0;50;187;DIA;50;187;6072;0;0:0;6072;0;0;0;0;0;
202;1;1/2/22;9:45;24;1;31;41;70667;484;4523;10:2;18;561;102;287;22649;350;10:20;188;84;DIA;188;84;6028;0;0:0;6028;0;0;0;0;0;
202;1;1/2/22;10:4;25;1;31;41;70875;489;4536;10:22;18;568;102;293;22690;350;10:39;85;223;DIA;85;223;6116;0;0:0;6116;0;0;0;0;0;
202;1;1/2/22;10:24;26;1;31;41;70913;497;4539;10:42;18;567;102;304;22730;350;10:59;224;123;DIA;224;123;6160;0;0:0;6160;0;0;0;0;0;
