TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;28/7/22;22:47;67;14;160;70;63723;611;0;23:2;0;0;0;726;26560;726;23:16;121;220;OIP/OTP;120;234;4400;0;0:4;5060;0;0;6;0;
202;14;28/7/22;23:4;68;14;160;70;63885;596;0;23:19;0;0;0;727;26620;727;23:33;238;100;OIP/OTP;238;114;4488;0;0:21;5104;0;0;23;0;
202;14;28/7/22;23:21;69;14;160;70;63847;599;0;23:35;0;0;0;728;26610;728;23:50;117;216;OIP/OTP;117;230;4400;0;0:37;5016;0;0;39;0;
202;14;28/7/22;23:38;70;14;160;70;63676;635;0;23:52;0;0;0;726;26540;726;0:6;234;96;OIP/OTP;234;110;4488;0;0:54;5104;0;0;56;0;
202;14;29/7/22;0:11;1;14;160;70;63652;625;0;0:25;0;0;0;726;26530;726;0:40;230;90;OIP/OTP;230;108;4400;0;1:28;5192;0;1;30;0;
202;14;29/7/22;0:28;2;14;160;70;63633;621;0;0:42;0;0;0;725;26520;725;0:57;110;213;OIP/OTP;109;225;4576;0;1:45;5148;0;1;47;0;
202;14;29/7/22;0:45;3;14;160;70;63334;613;0;0:59;0;0;0;722;26400;722;1:13;227;89;OIP/OTP;226;104;4488;0;2:2;5192;0;2;4;0;
202;14;29/7/22;1:2;4;14;160;70;63747;621;0;1:16;0;0;0;727;26570;727;1:30;106;211;OIP/OTP;105;223;4664;0;2:19;5236;0;2;21;0;
202;14;29/7/22;1:2;4;14;160;70;63747;621;0;1:16;0;0;0;727;26570;727;1:30;106;211;OIP/OTP;105;223;4664;0;2:19;5236;0;2;21;0;
202;14;29/7/22;1:19;5;14;160;70;64280;615;0;1:33;0;0;0;733;26790;733;1:47;225;87;OIP/OTP;224;108;4488;1188;3:14;5368;1188;3;14;0;
