TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;21/9/22;22:45;47;14;169;70;58712;500;0;23:1;31;1906;29;668;24470;800;23:17;200;40;OIP/OTP;200;48;3520;0;0:13;3872;0;0;15;0;
202;14;21/9/22;23:3;48;14;169;70;58905;507;0;23:19;31;1909;29;671;24550;800;23:35;64;145;OIP/OTP;64;151;3608;0;0:32;3872;0;0;33;0;
202;14;21/9/22;23:3;48;14;169;70;58905;507;0;23:19;31;1909;29;671;24550;800;23:35;64;145;OIP/OTP;64;151;3608;0;0:32;3872;0;0;33;0;
202;14;21/9/22;23:21;49;14;169;70;58804;505;0;23:37;30;1905;30;669;24510;800;23:54;168;34;OIP/OTP;168;17;3036;0;0:54;3916;0;0;51;0;
202;14;21/9/22;23:40;50;14;169;70;59078;505;0;23:56;30;1906;30;672;24620;880;0:13;35;127;OIP/OTP;36;125;4092;0;1:11;3960;0;1;10;0;
202;14;22/9/22;0:17;1;14;169;70;59273;490;0;0:33;31;1915;29;674;24700;800;0:50;4;83;OIP/OTP;4;89;3520;0;1:45;3784;0;1;46;0;
202;14;22/9/22;0:36;2;14;169;70;59209;481;0;0:52;31;1915;29;674;24680;800;1:8;107;188;OIP/OTP;107;188;3608;0;2:4;3608;0;2;3;0;
202;14;22/9/22;0:54;3;14;169;70;58912;502;0;1:10;30;1902;30;670;24550;800;1:26;210;52;OIP/OTP;210;58;3608;0;2:22;3872;0;2;23;0;
202;14;22/9/22;1:12;4;14;169;70;59050;497;0;1:28;31;1910;29;672;24610;800;1:44;75;162;OIP/OTP;75;156;3872;0;2:41;3608;0;2;40;0;
202;14;22/9/22;1:30;5;14;169;70;59306;487;0;1:46;30;1924;30;675;24720;800;2:2;179;17;OIP/OTP;179;25;3432;0;2:58;3784;0;2;59;0;
202;14;22/9/22;1:48;6;14;169;70;58907;509;0;2:4;30;1910;30;670;24550;800;2:21;43;128;OIP/OTP;43;128;3784;0;3:17;3784;0;3;17;0;
202;14;22/9/22;2:7;7;14;169;70;58697;498;0;2:23;30;1902;30;668;24460;800;2:39;147;230;OIP/OTP;147;230;3696;0;3:35;3696;0;3;35;0;
202;14;22/9/22;2:25;8;14;169;70;59101;493;0;2:41;31;1917;29;672;24630;800;2:57;12;95;OIP/OTP;12;97;3696;0;3:53;3784;0;3;53;0;
202;14;22/9/22;2:43;9;14;169;70;59116;497;0;2:59;31;1916;29;673;24640;800;3:15;116;195;OIP/OTP;115;200;3520;0;4:14;3784;0;4;14;0;
202;14;22/9/22;3:1;10;14;169;70;59268;488;0;3:17;30;1917;30;674;24700;800;3:34;219;61;OIP/OTP;219;67;3608;0;4:32;3872;0;4;33;0;
202;14;22/9/22;3:20;11;14;169;70;58544;479;0;3:35;30;1897;30;666;24400;800;3:52;84;121;OIP/OTP;84;167;1672;0;4:43;3696;0;4;51;0;
202;14;22/9/22;3:38;12;14;169;70;58888;511;0;3:54;31;1901;29;670;24540;800;4:10;173;13;OIP/OTP;173;40;3520;0;5:6;4708;0;5;10;0;
202;14;22/9/22;3:56;13;14;169;70;59136;504;0;4:13;30;1910;30;673;24650;800;4:29;42;121;OIP/OTP;41;144;3520;0;5:25;4576;0;5;29;0;
202;14;22/9/22;4:15;14;14;169;70;59179;493;0;4:31;31;1919;29;673;24660;800;4:48;146;223;OIP/OTP;145;239;3432;0;5:43;4180;0;5;45;0;
202;14;22/9/22;4:34;15;14;169;70;58645;495;0;4:49;30;1902;30;667;24440;800;5:6;10;85;OIP/OTP;10;95;3344;0;6:0;3784;0;6;2;0;
202;14;22/9/22;4:52;16;14;169;70;58994;504;0;5:8;30;1911;30;671;24590;800;5:24;114;191;OIP/OTP;114;201;3432;0;6:20;3872;0;6;21;0;
202;14;22/9/22;5:10;17;14;169;70;59422;498;0;5:26;30;1916;30;677;24770;800;5:42;218;54;OIP/OTP;217;65;3344;0;6:38;3872;0;6;39;0;
202;14;22/9/22;5:28;18;14;169;70;59491;487;0;5:44;30;1924;30;677;24790;800;6:0;82;157;OIP/OTP;82;169;3344;0;6:56;3828;0;6;58;0;
202;14;22/9/22;5:46;19;14;169;70;58804;511;0;6:2;31;1909;29;669;24510;800;6:18;181;17;OIP/OTP;181;33;3344;0;7:13;4048;0;7;16;0;
202;14;22/9/22;6:5;20;14;169;70;59058;496;0;6:20;30;1912;30;672;24610;800;6:37;46;123;OIP/OTP;46;135;3432;0;7:32;3960;0;7;34;0;
202;14;22/9/22;6:23;21;14;169;70;58862;492;0;6:39;31;1904;29;670;24530;800;6:55;149;224;OIP/OTP;149;238;3344;0;7:50;3960;0;7;52;0;
202;14;22/9/22;6:41;22;14;169;70;59047;496;0;6:57;30;1912;30;672;24610;800;7:13;14;91;OIP/OTP;14;105;3432;0;8:8;4048;0;8;10;0;
202;14;22/9/22;6:59;23;14;169;70;58826;486;0;7:15;30;1905;30;670;24520;800;7:31;117;192;OIP/OTP;117;204;3344;0;8:26;3872;0;8;28;0;
202;14;22/9/22;7:17;24;14;169;70;59055;503;0;7:33;30;1917;30;672;24610;800;7:49;221;59;OIP/OTP;221;73;3432;0;8:45;4048;0;8;47;0;
202;14;22/9/22;7:35;25;14;169;70;59138;494;0;7:51;30;1916;30;673;24650;800;8:8;85;162;OIP/OTP;85;174;3432;0;9:3;3960;0;9;5;0;
202;14;22/9/22;7:35;25;14;169;70;59138;494;0;7:51;30;1916;30;673;24650;800;8:8;85;162;OIP/OTP;85;174;3432;0;9:3;3960;0;9;5;0;
202;14;22/9/22;10:55;26;14;169;70;59551;501;0;11:4;30;1926;30;678;24820;800;11:25;91;192;OIP/OTP;92;192;2728;0;12:25;2684;0;12;25;0;
202;14;22/9/22;11:6;27;14;169;70;59738;492;0;11:27;31;1934;29;680;24900;800;11:44;193;45;OIP/OTP;193;57;4048;0;12:41;4532;44;12;43;0;
202;14;22/9/22;11:30;28;14;169;70;58888;501;0;11:45;30;1906;30;670;24540;800;12:2;58;137;OIP/OTP;57;158;3520;0;12:57;4488;0;13;1;0;
202;14;22/9/22;11:48;29;14;169;70;59169;494;0;12:4;31;1911;29;674;24660;800;12:20;162;235;OIP/OTP;162;10;3256;0;13:29;3872;0;13;31;0;
202;14;22/9/22;12:6;30;14;169;70;59200;486;0;12:22;31;1915;29;674;24670;800;12:38;26;103;OIP/OTP;26;113;3432;0;13:48;3872;0;13;49;0;
202;14;22/9/22;12:24;31;14;169;70;59138;485;0;12:40;31;1920;29;673;24650;800;12:56;130;205;OIP/OTP;129;216;3344;0;14:6;3872;0;14;7;0;
202;14;22/9/22;12:24;31;14;169;70;59138;485;0;12:40;31;1920;29;673;24650;800;12:56;130;205;OIP/OTP;129;216;3344;0;14:6;3872;0;14;7;0;
202;14;22/9/22;12:24;31;14;169;70;59138;485;0;12:40;31;1920;29;673;24650;800;12:56;130;205;OIP/OTP;129;216;3344;0;14:6;3872;0;14;7;0;
202;14;22/9/22;12:42;32;14;169;70;58302;504;0;12:58;30;1890;30;664;24300;800;13:14;220;196;OIP/OTP;220;196;3344;308;16:24;3872;308;16;24;0;
202;14;22/9/22;13:1;33;14;169;70;58988;498;0;13:16;30;1909;30;671;24580;800;16:20;173;3;OIP/OTP;174;16;3080;0;17:14;3608;0;17;16;0;
