TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;18/8/22;22:15;28;14;161;54;63157;690;5306;22:36;0;0;0;327;31586;417;22:56;188;72;DIP;188;72;5412;0;0:2;5456;0;0;2;0;
202;14;18/8/22;22:15;28;14;161;54;63157;690;5306;22:36;0;0;0;327;31586;417;22:56;188;72;DIP;188;72;5412;0;0:2;5456;0;0;2;0;
202;14;18/8/22;22:38;29;14;161;54;63560;691;5213;22:59;0;0;0;342;31784;383;23:19;73;207;DIP;73;207;5896;0;0:27;5896;0;0;27;0;
202;14;18/8/22;23:1;30;14;161;54;63409;707;5264;23:22;0;0;0;304;31709;485;23:44;208;90;DIP;208;90;5368;0;0:49;5368;0;0;49;0;
202;14;18/8/22;23:1;30;14;161;54;63409;707;5264;23:22;0;0;0;304;31709;485;23:44;208;90;DIP;208;90;5368;0;0:49;5368;0;0;49;0;
202;14;18/8/22;23:24;31;14;161;54;62842;695;5279;23:46;0;0;0;356;31426;405;0:6;91;215;DIP;91;215;5456;0;1:12;5456;0;1;12;0;
202;14;19/8/22;0:11;1;14;161;54;63471;694;5205;0:32;0;0;0;317;31737;460;0:53;108;227;DIP;109;227;5236;0;1:59;5236;0;1;59;0;
202;14;19/8/22;0:34;2;14;161;54;63447;694;5267;0:56;0;0;0;324;31727;416;1:15;228;112;DIP;228;112;5456;0;2:23;5412;0;2;23;0;
202;14;19/8/22;0:34;2;14;161;54;63447;694;5267;0:56;0;0;0;324;31727;416;1:15;228;112;DIP;228;112;5456;0;2:23;5412;0;2;23;0;
202;14;19/8/22;0:58;3;14;161;54;62790;699;5149;1:18;0;0;0;308;31398;363;1:38;113;3;DIP;113;3;5676;0;2:48;5720;0;2;48;0;
202;14;19/8/22;1:21;4;14;161;54;63247;694;5250;1:41;0;0;0;332;31624;463;2:3;4;128;DIP;4;128;5456;44;3:12;5412;44;3;12;0;
202;14;19/8/22;1:21;4;14;161;54;63247;694;5250;1:41;0;0;0;332;31624;463;2:3;4;128;DIP;4;128;5456;44;3:12;5412;44;3;12;0;
202;14;19/8/22;2:8;6;14;161;54;63381;693;5198;2:29;0;0;0;357;31690;449;2:51;17;139;DIP;17;139;5412;0;4:0;5368;0;4;0;0;
202;14;19/8/22;2:8;6;14;161;54;63381;693;5198;2:29;0;0;0;357;31690;449;2:51;17;139;DIP;17;139;5412;0;4:0;5368;0;4;0;0;
202;14;19/8/22;2:32;7;14;161;54;63297;707;5254;2:54;0;0;0;289;31652;418;3:15;140;26;DIP;140;26;5500;0;4:24;5544;0;4;24;0;
202;14;19/8/22;2:56;8;14;161;54;63540;702;5211;3:17;0;0;0;313;31774;421;3:39;27;150;DIP;27;150;5456;0;4:48;5412;0;4;48;0;
202;14;19/8/22;2:56;8;14;161;54;63540;702;5211;3:17;0;0;0;313;31774;421;3:39;27;150;DIP;27;150;5456;0;4:48;5412;0;4;48;0;
202;14;19/8/22;3:20;9;14;161;54;63514;686;5272;3:42;0;0;0;323;31765;381;4:3;151;43;DIP;151;43;5764;0;5:14;5808;0;5;13;0;
202;14;19/8/22;3:44;10;14;161;54;63595;706;5215;4:6;0;0;0;349;31803;436;4:28;44;163;DIP;44;163;5280;0;5:37;5236;0;5;36;0;
202;14;19/8/22;3:44;10;14;161;54;63595;706;5215;4:6;0;0;0;349;31803;436;4:28;44;163;DIP;44;163;5280;0;5:37;5236;0;5;36;0;
202;14;19/8/22;4:8;11;14;161;54;63487;686;5206;4:31;0;0;0;351;31746;434;4:52;164;50;DIP;164;50;5500;0;6:1;5544;0;6;1;0;
202;14;19/8/22;4:34;12;14;161;54;63374;682;5261;4:54;0;0;0;384;31690;423;5:16;51;172;DIP;51;172;5368;0;6:24;5324;0;6;24;0;
202;14;19/8/22;4:34;12;14;161;54;63374;682;5261;4:54;0;0;0;384;31690;423;5:16;51;172;DIP;51;172;5368;0;6:24;5324;0;6;24;0;
202;14;19/8/22;4:57;13;14;161;54;63398;691;5263;5:18;0;0;0;429;31699;429;5:39;173;60;DIP;173;60;5544;0;6:49;5588;0;6;49;0;
202;14;19/8/22;5:21;14;14;161;54;63732;681;5354;5:42;0;0;0;374;31869;429;6:4;61;180;DIP;61;180;5280;0;7:12;5236;0;7;12;0;
202;14;19/8/22;5:21;14;14;161;54;63732;681;5354;5:42;0;0;0;374;31869;429;6:4;61;180;DIP;61;180;5280;0;7:12;5236;0;7;12;0;
202;14;19/8/22;5:45;15;14;161;54;63421;685;5201;6:6;0;0;0;435;31718;435;6:27;181;71;DIP;181;71;5676;0;7:37;5720;0;7;37;0;
202;14;19/8/22;6:9;16;14;161;54;63317;685;5256;6:30;0;0;0;411;31662;469;6:52;72;190;DIP;72;190;5236;0;8:1;5192;0;8;1;0;
202;14;19/8/22;6:9;16;14;161;54;63317;685;5256;6:30;0;0;0;411;31662;469;6:52;72;190;DIP;72;190;5236;0;8:1;5192;0;8;1;0;
202;14;19/8/22;6:32;17;14;161;54;63161;673;5243;6:54;0;0;0;425;31586;425;7:15;191;80;DIP;191;80;5632;0;8:28;5676;0;8;28;0;
202;14;19/8/22;6:32;17;14;161;54;63161;673;5243;6:54;0;0;0;425;31586;425;7:15;191;80;DIP;191;80;5632;0;8:28;5676;0;8;28;0;
202;14;19/8/22;6:57;18;14;161;54;63714;702;5225;7:17;0;0;0;397;31859;493;7:40;81;206;DIP;81;206;5500;0;8:54;5500;0;8;54;0;
202;14;19/8/22;7:20;19;14;161;54;63426;697;5202;7:42;0;0;0;423;31718;477;8:5;207;94;DIP;207;94;5588;0;9:21;5588;0;9;21;0;
202;14;19/8/22;7:20;19;14;161;54;63426;697;5202;7:42;0;0;0;423;31718;477;8:5;207;94;DIP;207;94;5588;0;9:21;5588;0;9;21;0;
