TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;2/9/22;22:50;81;14;163;82;56636;570;0;23:2;13;707;47;293;26214;475;23:13;131;227;OTA;131;227;4224;0;0:1;4268;0;0;1;0;
202;14;2/9/22;23:4;82;14;163;82;58252;570;0;23:15;14;728;46;321;26957;518;23:27;228;87;OTA;228;87;4356;0;0:15;4356;0;0;15;0;
202;14;2/9/22;23:18;83;14;163;82;56470;564;0;23:29;13;703;47;367;26129;510;23:41;88;178;OTA;88;178;4004;0;0:28;3960;0;0;28;0;
202;14;2/9/22;23:18;83;14;163;82;56470;564;0;23:29;13;703;47;367;26129;510;23:41;88;178;OTA;88;178;4004;0;0:28;3960;0;0;28;0;
202;14;2/9/22;23:32;84;14;163;82;59280;584;0;23:43;14;733;46;325;27437;474;23:54;179;41;OTA;179;41;4444;0;0:43;4488;0;0;43;0;
202;14;2/9/22;23:46;85;14;163;82;57058;575;0;23:57;13;709;47;310;26402;523;0:9;42;140;OTA;42;140;4356;0;0:57;4312;0;0;57;0;
202;14;2/9/22;23:46;85;14;163;82;57058;575;0;23:57;13;709;47;310;26402;523;0:9;42;140;OTA;42;140;4356;0;0:57;4312;0;0;57;0;
202;14;3/9/22;0:14;1;14;163;82;58589;587;0;0:26;13;723;47;396;27117;600;0:39;10;107;OTA;10;107;4312;0;1:27;4312;0;1;27;0;
202;14;3/9/22;0:28;2;14;163;82;56681;570;0;0:41;13;706;47;369;26232;526;0:53;108;200;OTA;109;201;4092;0;1:41;4048;44;1;40;0;
202;14;3/9/22;0:44;3;14;163;82;57234;581;0;0:55;13;708;47;402;26486;481;1:7;202;65;OTA;201;65;4532;0;1:56;4532;44;1;55;0;
202;14;3/9/22;0:58;4;14;163;82;58508;586;0;1:9;14;723;46;414;27079;553;1:22;66;169;OTA;65;169;4576;0;2:11;4576;0;2;10;0;
202;14;3/9/22;0:58;4;14;163;82;58508;586;0;1:9;14;723;46;414;27079;553;1:22;66;169;OTA;65;169;4576;0;2:11;4576;0;2;10;0;
202;14;3/9/22;1:12;5;14;163;82;59118;599;0;1:24;14;727;46;577;27362;577;1:37;170;29;OTA;170;29;4312;0;2:25;4356;0;2;25;0;
202;14;3/9/22;1:26;6;14;163;82;57788;586;0;1:39;13;710;47;470;26741;526;1:51;30;135;OTA;30;134;4620;44;2:40;4576;0;2;40;0;
202;14;3/9/22;1:26;6;14;163;82;57788;586;0;1:39;13;710;47;470;26741;526;1:51;30;135;OTA;30;134;4620;44;2:40;4576;0;2;40;0;
202;14;3/9/22;1:42;7;14;163;82;58056;584;0;1:53;13;724;47;459;26863;581;2:6;135;232;OTA;135;232;4268;0;2:54;4312;0;2;54;0;
