TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;15;2/9/22;22:5;19;15;6;38;65172;408;3976;22:23;24;1436;96;189;18255;350;22:39;0;0;DIL;0;0;5676;0;23:31;5808;0;23;31;0;0;
202;15;2/9/22;22:25;20;15;6;38;65107;416;4037;22:42;25;1430;95;184;18235;350;22:57;0;0;DIL;0;0;5984;0;23:50;5896;0;23;50;0;0;
202;15;2/9/22;22:25;20;15;6;38;65107;416;4037;22:42;25;1430;95;184;18235;350;22:57;0;0;DIL;0;0;5984;0;23:50;5896;0;23;50;0;0;
202;15;2/9/22;22:25;20;15;6;38;65107;416;4037;22:42;25;1430;95;184;18235;350;22:57;0;0;DIL;0;0;5984;0;23:50;5896;0;23;50;0;0;
202;15;2/9/22;22:25;20;15;6;38;65107;416;4037;22:42;25;1430;95;184;18235;350;22:57;0;0;DIL;0;0;5984;0;23:50;5896;0;23;50;0;0;
202;15;2/9/22;22:25;20;15;6;38;65107;416;4037;22:42;25;1430;95;184;18235;350;22:57;0;0;DIL;0;0;5984;0;23:50;5896;0;23;50;0;0;
202;15;2/9/22;22:25;20;15;6;38;65107;416;4037;22:42;25;1430;95;184;18235;350;22:57;0;0;DIL;0;0;5984;0;23:50;5896;0;23;50;0;0;
202;15;2/9/22;22:25;20;15;6;38;65107;416;4037;22:42;25;1430;95;184;18235;350;22:57;0;0;DIL;0;0;5984;0;23:50;5896;0;23;50;0;0;
202;15;2/9/22;22:25;20;15;6;38;65107;416;4037;22:42;25;1430;95;184;18235;350;22:57;0;0;DIL;0;0;5984;0;23:50;5896;0;23;50;0;0;
202;15;2/9/22;22:25;20;15;6;38;65107;416;4037;22:42;25;1430;95;184;18235;350;22:57;0;0;DIL;0;0;5984;0;23:50;5896;0;23;50;0;0;
