TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;15;14/4/22;17:42;31;15;2;38;60367;387;3683;17:59;26;1449;94;183;16906;380;18:14;0;0;DIL;0;0;5500;0;19:11;5500;0;19;11;0;0;
202;15;14/4/22;18:0;32;15;2;38;60085;390;3906;18:17;25;1442;95;167;16826;380;18:32;0;0;DIL;0;0;3564;352;2:7;5720;0;19;30;0;0;
202;15;14/4/22;18:0;32;15;2;38;60085;390;3906;18:17;25;1442;95;167;16826;380;18:32;0;0;DIL;0;0;3564;352;2:7;5720;0;19;30;0;0;
202;15;14/4/22;18:0;32;15;2;38;60085;390;3906;18:17;25;1442;95;167;16826;380;18:32;0;0;DIL;0;0;3564;352;2:7;5720;0;19;30;0;0;
202;15;14/4/22;18:19;33;15;2;38;60460;387;3749;18:35;26;1456;94;170;16937;892;18:59;0;0;DIL;0;0;1012;660;2:31;10648;748;2;31;1012;0;
202;15;15/4/22;1:41;1;15;2;38;60147;388;3910;1:59;23;1472;97;265;16846;380;2:29;0;0;DIL;0;0;4708;0;3:18;4752;0;3;18;0;0;
202;15;15/4/22;1:41;1;15;2;38;60147;388;3910;1:59;23;1472;97;265;16846;380;2:29;0;0;DIL;0;0;4708;0;3:18;4752;0;3;18;0;0;
202;15;15/4/22;2:10;2;15;2;38;60064;390;3845;2:31;23;1471;97;305;16826;403;2:44;0;0;DIL;0;0;6204;0;3:39;6336;0;3;40;0;0;
202;15;15/4/22;2:33;3;15;2;38;59716;390;3643;2:59;24;1447;96;225;16725;380;3:8;0;0;DIL;0;0;4884;0;3:59;4884;0;3;59;0;0;
202;15;15/4/22;2:33;3;15;2;38;59716;390;3643;2:59;24;1447;96;225;16725;380;3:8;0;0;DIL;0;0;4884;0;3:59;4884;0;3;59;0;0;
202;15;15/4/22;2:33;3;15;2;38;59716;390;3643;2:59;24;1447;96;225;16725;380;3:8;0;0;DIL;0;0;4884;0;3:59;4884;0;3;59;0;0;
202;15;15/4/22;3:1;4;15;2;38;60142;391;3790;3:12;25;1455;95;251;16846;380;3:24;0;0;DIL;0;0;5896;0;4:19;5896;44;4;19;0;0;
202;15;15/4/22;3:1;4;15;2;38;60142;391;3790;3:12;25;1455;95;251;16846;380;3:24;0;0;DIL;0;0;5896;0;4:19;5896;44;4;19;0;0;
202;15;15/4/22;3:1;4;15;2;38;60142;391;3790;3:12;25;1455;95;251;16846;380;3:24;0;0;DIL;0;0;5896;0;4:19;5896;44;4;19;0;0;
202;15;15/4/22;3:14;5;15;2;38;60016;390;3722;3:28;24;1455;96;274;16806;380;3:44;0;0;DIL;0;0;6204;176;6:18;6204;0;4;39;0;0;
202;15;15/4/22;3:30;6;15;2;38;58307;395;3499;4:40;22;1437;98;241;16333;380;5:58;0;0;DIL;0;0;4796;0;6:48;4884;0;6;47;0;0;
202;15;15/4/22;5:45;7;15;2;38;60368;393;3804;6:1;24;1465;96;225;16906;380;6:14;0;0;DIL;0;0;6292;0;7:8;6556;0;7;9;0;0;
202;15;15/4/22;6:2;8;15;2;38;59396;393;3564;6:50;24;1450;96;244;16635;380;7:16;0;0;DIL;0;0;4928;44;8:6;4884;44;8;5;0;0;
202;15;15/4/22;6:2;8;15;2;38;59396;393;3564;6:50;24;1450;96;244;16635;380;7:16;0;0;DIL;0;0;4928;44;8:6;4884;44;8;5;0;0;
202;15;15/4/22;6:52;9;15;2;38;59742;395;3705;7:19;24;1455;96;214;16735;380;7:32;0;0;DIL;0;0;5456;65492;8:23;5500;0;8;23;0;0;
202;15;15/4/22;7:21;10;15;2;38;59908;442;3715;7:35;25;1445;95;227;16776;380;7:50;0;0;DIL;0;0;5940;0;8:43;5940;0;8;43;0;0;
202;15;15/4/22;7:21;10;15;2;38;59908;442;3715;7:35;25;1445;95;227;16776;380;7:50;0;0;DIL;0;0;5940;0;8:43;5940;0;8;43;0;0;
202;15;15/4/22;7:37;11;15;2;38;60026;397;3722;7:53;24;1457;96;214;16816;380;8:9;0;0;DIL;0;0;5720;0;9:1;5764;0;9;1;0;0;
202;15;15/4/22;7:55;12;15;2;38;59831;389;3830;8:12;25;1452;95;234;16755;380;8:28;0;0;DIL;0;0;5764;44;9:20;5764;44;9;20;0;0;
202;15;15/4/22;7:55;12;15;2;38;59831;389;3830;8:12;25;1452;95;234;16755;380;8:28;0;0;DIL;0;0;5764;44;9:20;5764;44;9;20;0;0;
202;15;15/4/22;8:14;13;15;2;38;60027;389;3722;8:31;24;1454;96;259;16816;380;8:47;0;0;DIL;0;0;5544;0;9:38;5588;44;9;38;0;0;
202;15;15/4/22;8:33;14;15;2;38;60098;385;3787;8:49;25;1456;95;279;16836;380;9:5;0;0;DIL;0;0;5544;0;9:56;5544;44;9;56;0;0;
