TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;15;28/7/22;22:15;56;15;6;99;50252;292;2865;22:32;28;1637;92;291;25128;330;22:46;0;0;DIB-LPS;0;0;5324;65492;23:37;5412;0;23;37;0;0;
202;15;28/7/22;22:34;57;15;6;99;49940;287;2847;22:50;28;1624;92;271;24977;330;23:3;0;0;DIB-LPS;0;0;5500;0;23:56;5500;0;23;56;0;0;
202;15;28/7/22;22:52;58;15;6;99;50087;286;2856;23:7;28;1631;92;268;25048;330;23:21;0;0;DIB-LPS;0;0;5368;0;0:14;5456;0;0;13;0;0;
202;15;28/7/22;22:52;58;15;6;99;50087;286;2856;23:7;28;1631;92;268;25048;330;23:21;0;0;DIB-LPS;0;0;5368;0;0:14;5456;0;0;13;0;0;
202;15;28/7/22;23:9;59;15;6;99;50232;285;2964;23:25;28;1637;92;300;25118;330;23:39;0;0;DIB-LPS;0;0;5104;0;0:31;5148;0;0;31;0;0;
202;15;28/7/22;23:9;59;15;6;99;50232;285;2964;23:25;28;1637;92;300;25118;330;23:39;0;0;DIB-LPS;0;0;5104;0;0:31;5148;0;0;31;0;0;
202;15;28/7/22;23:27;60;15;6;99;50169;285;2810;23:43;28;1627;92;296;25088;330;23:57;0;0;DIB-LPS;0;0;5456;0;0:48;5500;0;0;48;0;0;
202;15;28/7/22;23:27;60;15;6;99;50169;285;2810;23:43;28;1627;92;296;25088;330;23:57;0;0;DIB-LPS;0;0;5456;0;0:48;5500;0;0;48;0;0;
202;15;28/7/22;23:27;60;15;6;99;50169;285;2810;23:43;28;1627;92;296;25088;330;23:57;0;0;DIB-LPS;0;0;5456;0;0:48;5500;0;0;48;0;0;
202;15;29/7/22;0:3;1;15;6;99;50175;287;2861;0:19;28;1630;92;318;25088;330;0:32;0;0;DIB-LPS;0;0;5236;0;1:23;5280;44;1;23;0;0;
202;15;29/7/22;0:3;1;15;6;99;50175;287;2861;0:19;28;1630;92;318;25088;330;0:32;0;0;DIB-LPS;0;0;5236;0;1:23;5280;44;1;23;0;0;
202;15;29/7/22;0:3;1;15;6;99;50175;287;2861;0:19;28;1630;92;318;25088;330;0:32;0;0;DIB-LPS;0;0;5236;0;1:23;5280;44;1;23;0;0;
202;15;29/7/22;0:3;1;15;6;99;50175;287;2861;0:19;28;1630;92;318;25088;330;0:32;0;0;DIB-LPS;0;0;5236;0;1:23;5280;44;1;23;0;0;
202;15;29/7/22;0:21;2;15;6;99;50280;287;2867;0:36;28;1637;92;304;25148;330;0:49;0;0;DIB-LPS;0;0;5544;0;1:41;5632;44;1;41;0;0;
202;15;29/7/22;0:38;3;15;6;99;50316;286;2869;0:53;28;1634;92;268;25159;330;1:8;0;0;DIB-LPS;0;0;5500;65492;1:59;5500;0;1;59;0;0;
202;15;29/7/22;0:38;3;15;6;99;50316;286;2869;0:53;28;1634;92;268;25159;330;1:8;0;0;DIB-LPS;0;0;5500;65492;1:59;5500;0;1;59;0;0;
202;15;29/7/22;0:38;3;15;6;99;50316;286;2869;0:53;28;1634;92;268;25159;330;1:8;0;0;DIB-LPS;0;0;5500;65492;1:59;5500;0;1;59;0;0;
202;15;29/7/22;0:38;3;15;6;99;50316;286;2869;0:53;28;1634;92;268;25159;330;1:8;0;0;DIB-LPS;0;0;5500;65492;1:59;5500;0;1;59;0;0;
202;15;29/7/22;0:55;4;15;6;99;50189;285;2861;1:11;28;1634;92;277;25098;330;1:25;0;0;DIB-LPS;0;0;5192;0;2:16;5280;0;2;16;0;0;
202;15;29/7/22;1:13;5;15;6;99;50193;288;2862;1:29;28;1631;92;278;25098;330;1:43;0;0;DIB-LPS;0;0;5148;0;2:33;5148;0;2;33;0;0;
202;15;29/7/22;1:13;5;15;6;99;50193;288;2862;1:29;28;1631;92;278;25098;330;1:43;0;0;DIB-LPS;0;0;5148;0;2:33;5148;0;2;33;0;0;
202;15;29/7/22;1:13;5;15;6;99;50193;288;2862;1:29;28;1631;92;278;25098;330;1:43;0;0;DIB-LPS;0;0;5148;0;2:33;5148;0;2;33;0;0;
202;15;29/7/22;1:13;5;15;6;99;50193;288;2862;1:29;28;1631;92;278;25098;330;1:43;0;0;DIB-LPS;0;0;5148;0;2:33;5148;0;2;33;0;0;
202;15;29/7/22;1:31;6;15;6;99;50234;287;2914;1:47;28;1639;92;283;25118;330;1:59;0;0;DIB-LPS;0;0;5764;0;2:52;5808;44;2;52;0;0;
202;15;29/7/22;1:48;7;15;6;99;53459;297;3048;2:3;29;1732;91;291;26739;330;2:18;0;0;DIB-LPS;0;0;5588;44;3:10;5632;44;3;10;0;0;
202;15;29/7/22;1:48;7;15;6;99;53459;297;3048;2:3;29;1732;91;291;26739;330;2:18;0;0;DIB-LPS;0;0;5588;44;3:10;5632;44;3;10;0;0;
202;15;29/7/22;1:48;7;15;6;99;53459;297;3048;2:3;29;1732;91;291;26739;330;2:18;0;0;DIB-LPS;0;0;5588;44;3:10;5632;44;3;10;0;0;
202;15;29/7/22;2:5;8;15;6;99;50316;288;2869;2:22;28;1635;92;286;25159;330;2:37;0;0;DIB-LPS;0;0;5236;65492;3:27;5324;0;3;27;0;0;
