TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;15;17/8/22;22:24;64;15;6;38;64773;426;4016;22:41;20;1103;100;260;18144;300;22:58;0;0;DIL;0;0;5808;65492;23:50;5808;0;23;50;0;0;
202;15;17/8/22;22:24;64;15;6;38;64773;426;4016;22:41;20;1103;100;260;18144;300;22:58;0;0;DIL;0;0;5808;65492;23:50;5808;0;23;50;0;0;
202;15;17/8/22;22:24;64;15;6;38;64773;426;4016;22:41;20;1103;100;260;18144;300;22:58;0;0;DIL;0;0;5808;65492;23:50;5808;0;23;50;0;0;
202;15;17/8/22;22:43;65;15;6;38;64635;425;4008;23:0;20;1095;100;272;18104;300;23:16;0;0;DIL;0;0;5720;0;0:9;5808;0;0;9;0;0;
202;15;17/8/22;23:2;66;15;6;38;64635;424;4073;23:19;19;1098;101;304;18104;304;23:35;0;0;DIL;0;0;5852;0;0:28;5808;0;0;28;0;0;
202;15;17/8/22;23:2;66;15;6;38;64635;424;4073;23:19;19;1098;101;304;18104;304;23:35;0;0;DIL;0;0;5852;0;0:28;5808;0;0;28;0;0;
202;15;17/8/22;23:2;66;15;6;38;64635;424;4073;23:19;19;1098;101;304;18104;304;23:35;0;0;DIL;0;0;5852;0;0:28;5808;0;0;28;0;0;
202;15;17/8/22;23:21;67;15;6;38;64301;425;3987;23:38;20;1093;100;327;18013;327;23:54;0;0;DIL;0;0;5456;44;0:46;5588;44;0;46;0;0;
202;15;17/8/22;23:40;68;15;6;38;64724;427;4013;23:57;20;1097;100;306;18124;306;0:13;0;0;DIL;0;0;5764;65492;1:5;5720;0;1;4;0;0;
202;15;17/8/22;23:40;68;15;6;38;64724;427;4013;23:57;20;1097;100;306;18124;306;0:13;0;0;DIL;0;0;5764;65492;1:5;5720;0;1;4;0;0;
202;15;18/8/22;0:17;1;15;6;38;64986;428;3965;0:34;20;1103;100;269;18205;300;0:50;0;0;DIL;0;0;5764;0;1:42;5764;0;1;42;0;0;
202;15;18/8/22;0:17;1;15;6;38;64986;428;3965;0:34;20;1103;100;269;18205;300;0:50;0;0;DIL;0;0;5764;0;1:42;5764;0;1;42;0;0;
202;15;18/8/22;0:36;2;15;6;38;64660;428;4009;0:52;20;1097;100;259;18104;300;1:9;0;0;DIL;0;0;5720;44;2:1;5808;44;2;1;0;0;
202;15;18/8/22;0:36;2;15;6;38;64660;428;4009;0:52;20;1097;100;259;18104;300;1:9;0;0;DIL;0;0;5720;44;2:1;5808;44;2;1;0;0;
202;15;18/8/22;0:36;2;15;6;38;64660;428;4009;0:52;20;1097;100;259;18104;300;1:9;0;0;DIL;0;0;5720;44;2:1;5808;44;2;1;0;0;
202;15;18/8/22;0:36;2;15;6;38;64660;428;4009;0:52;20;1097;100;259;18104;300;1:9;0;0;DIL;0;0;5720;44;2:1;5808;44;2;1;0;0;
202;15;18/8/22;0:54;3;15;6;38;64743;421;4015;1:11;20;1103;100;259;18134;300;1:28;0;0;DIL;0;0;5676;65492;2:20;5764;0;2;20;0;0;
202;15;18/8/22;1:13;4;15;6;38;64525;422;4001;1:30;20;1093;100;259;18074;300;1:46;0;0;DIL;0;0;5764;0;2:38;5764;0;2;38;0;0;
202;15;18/8/22;1:13;4;15;6;38;64525;422;4001;1:30;20;1093;100;259;18074;300;1:46;0;0;DIL;0;0;5764;0;2:38;5764;0;2;38;0;0;
202;15;18/8/22;1:13;4;15;6;38;64525;422;4001;1:30;20;1093;100;259;18074;300;1:46;0;0;DIL;0;0;5764;0;2:38;5764;0;2;38;0;0;
202;15;18/8/22;1:32;5;15;6;38;64630;422;4008;1:49;20;1104;100;275;18104;300;2:5;0;0;DIL;0;0;5544;0;2:57;5632;0;2;57;0;0;
202;15;18/8/22;1:51;6;15;6;38;64712;423;4013;2:8;20;1098;100;273;18124;300;2:23;0;0;DIL;0;0;5720;44;3:15;5676;44;3;15;0;0;
202;15;18/8/22;1:51;6;15;6;38;64712;423;4013;2:8;20;1098;100;273;18124;300;2:23;0;0;DIL;0;0;5720;44;3:15;5676;44;3;15;0;0;
202;15;18/8/22;1:51;6;15;6;38;64712;423;4013;2:8;20;1098;100;273;18124;300;2:23;0;0;DIL;0;0;5720;44;3:15;5676;44;3;15;0;0;
202;15;18/8/22;2:9;7;15;6;38;64785;424;4017;2:26;19;1101;101;274;18144;300;2:42;0;0;DIL;0;0;5720;65492;3:34;5852;0;3;34;0;0;
202;15;18/8/22;2:28;8;15;6;38;65149;422;4040;2:44;20;1108;100;276;18245;300;3:1;0;0;DIL;0;0;5808;0;3:53;5764;0;3;53;0;0;
202;15;18/8/22;2:28;8;15;6;38;65149;422;4040;2:44;20;1108;100;276;18245;300;3:1;0;0;DIL;0;0;5808;0;3:53;5764;0;3;53;0;0;
202;15;18/8/22;2:28;8;15;6;38;65149;422;4040;2:44;20;1108;100;276;18245;300;3:1;0;0;DIL;0;0;5808;0;3:53;5764;0;3;53;0;0;
202;15;18/8/22;2:46;9;15;6;38;64744;420;4015;3:3;20;1101;100;296;18134;300;3:20;0;0;DIL;0;0;5720;0;4:12;5852;0;4;12;0;0;
202;15;18/8/22;2:46;9;15;6;38;64744;420;4015;3:3;20;1101;100;296;18134;300;3:20;0;0;DIL;0;0;5720;0;4:12;5852;0;4;12;0;0;
