TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;15;17/5/22;21:53;58;15;3;38;65092;429;3971;22:12;27;1418;93;202;18225;405;22:30;0;0;DIL;0;0;6160;0;23:27;6204;0;23;27;0;0;
202;15;17/5/22;22:14;59;15;3;38;64978;431;4094;22:33;27;1416;93;212;18195;389;22:51;0;0;DIL;0;0;6160;0;23:48;6204;0;23;48;0;0;
202;15;17/5/22;22:35;60;15;3;38;64918;431;3960;22:54;27;1412;93;220;18184;363;23:13;0;0;DIL;0;0;6424;0;0:10;6424;0;0;10;0;0;
202;15;17/5/22;22:35;60;15;3;38;64918;431;3960;22:54;27;1412;93;220;18184;363;23:13;0;0;DIL;0;0;6424;0;0:10;6424;0;0;10;0;0;
202;15;17/5/22;22:56;61;15;3;38;64722;429;4013;23:16;27;1411;93;239;18124;373;23:35;0;0;DIL;0;0;6292;0;0:32;6336;0;0;32;0;0;
202;15;17/5/22;23:18;62;15;3;38;65000;430;3966;23:38;27;1414;93;252;18205;412;23:56;0;0;DIL;0;0;6116;44;0:53;6116;44;0;52;0;0;
202;15;17/5/22;23:18;62;15;3;38;65000;430;3966;23:38;27;1414;93;252;18205;412;23:56;0;0;DIL;0;0;6116;44;0:53;6116;44;0;52;0;0;
202;15;18/5/22;0:1;1;15;3;38;64949;430;3962;0:20;27;1414;93;251;18195;394;0:39;0;0;DIL;0;0;6204;0;1:36;6248;0;1;36;0;0;
202;15;18/5/22;0:22;2;15;3;38;64911;428;3960;0:42;27;1410;93;256;18184;381;1:0;0;0;DIL;0;0;6336;0;1:57;6336;0;1;57;0;0;
202;15;18/5/22;0:22;2;15;3;38;64911;428;3960;0:42;27;1410;93;256;18184;381;1:0;0;0;DIL;0;0;6336;0;1:57;6336;0;1;57;0;0;
202;15;18/5/22;0:44;3;15;3;38;64939;429;3962;1:3;27;1416;93;246;18184;398;1:22;0;0;DIL;0;0;6248;0;2:19;6292;0;2;19;0;0;
202;15;18/5/22;1:5;4;15;3;38;64988;428;3965;1:25;26;1412;94;228;18205;422;1:44;0;0;DIL;0;0;6072;0;2:40;6072;0;2;40;0;0;
202;15;18/5/22;1:5;4;15;3;38;64988;428;3965;1:25;26;1412;94;228;18205;422;1:44;0;0;DIL;0;0;6072;0;2:40;6072;0;2;40;0;0;
202;15;18/5/22;1:27;5;15;3;38;64942;430;4027;1:47;27;1411;93;217;18184;388;2:5;0;0;DIL;0;0;6072;0;3:1;6116;0;3;1;0;0;
202;15;18/5/22;1:27;5;15;3;38;64942;430;4027;1:47;27;1411;93;217;18184;388;2:5;0;0;DIL;0;0;6072;0;3:1;6116;0;3;1;0;0;
202;15;18/5/22;1:49;6;15;3;38;65114;422;4103;2:8;27;1414;93;210;18235;371;2:26;0;0;DIL;0;0;6248;0;3:22;6292;0;3;22;0;0;
202;15;18/5/22;2:10;7;15;3;38;64909;423;4090;2:29;27;1410;93;218;18174;397;2:47;0;0;DIL;0;0;5764;44;3:42;5764;44;3;42;0;0;
202;15;18/5/22;2:10;7;15;3;38;64909;423;4090;2:29;27;1410;93;218;18174;397;2:47;0;0;DIL;0;0;5764;44;3:42;5764;44;3;42;0;0;
202;15;18/5/22;2:30;8;15;3;38;64992;426;4030;2:50;27;1410;93;214;18205;364;3:7;0;0;DIL;0;0;6204;0;4:3;6248;44;4;3;0;0;
202;15;18/5/22;2:52;9;15;3;38;64960;427;4028;3:10;27;1408;93;204;18195;383;3:28;0;0;DIL;0;0;6072;65492;4:24;6072;0;4;24;0;0;
202;15;18/5/22;2:52;9;15;3;38;64960;427;4028;3:10;27;1408;93;204;18195;383;3:28;0;0;DIL;0;0;6072;65492;4:24;6072;0;4;24;0;0;
202;15;18/5/22;3:12;10;15;3;38;65025;425;3967;3:31;27;1415;93;206;18215;388;3:49;0;0;DIL;0;0;6160;0;4:46;6204;0;4;45;0;0;
202;15;18/5/22;3:33;11;15;3;38;64981;426;3964;3:52;27;1412;93;199;18195;378;4:10;0;0;DIL;0;0;5984;0;5:6;5984;0;5;6;0;0;
202;15;18/5/22;3:33;11;15;3;38;64981;426;3964;3:52;27;1412;93;199;18195;378;4:10;0;0;DIL;0;0;5984;0;5:6;5984;0;5;6;0;0;
202;15;18/5/22;3:54;12;15;3;38;65007;427;3966;4:13;27;1414;93;202;18205;370;4:31;0;0;DIL;0;0;6072;0;5:27;6116;0;5;27;0;0;
202;15;18/5/22;4:15;13;15;3;38;64967;429;4028;4:34;27;1414;93;202;18195;404;4:52;0;0;DIL;0;0;6248;0;5:49;6292;0;5;48;0;0;
202;15;18/5/22;4:36;14;15;3;38;64976;428;4094;4:55;27;1409;93;205;18195;394;5:13;0;0;DIL;0;0;5896;0;6:9;5896;0;6;9;0;0;
202;15;18/5/22;4:57;15;15;3;38;64969;429;3964;5:16;27;1415;93;189;18195;355;5:33;0;0;DIL;0;0;6512;0;6:31;6556;0;6;31;0;0;
202;15;18/5/22;5:18;16;15;3;38;65132;432;3974;5:37;27;1412;93;251;18245;421;5:56;0;0;DIL;0;0;6072;0;6:52;6072;0;6;52;0;0;
202;15;18/5/22;5:39;17;15;3;38;65097;435;3971;5:59;28;1414;92;250;18235;372;6:17;0;0;DIL;0;0;6336;0;7:14;6380;0;7;14;0;0;
202;15;18/5/22;6:1;18;15;3;38;65049;436;3969;6:20;27;1411;93;236;18215;404;6:39;0;0;DIL;0;0;6072;0;7:35;6116;0;7;35;0;0;
202;15;18/5/22;6:22;19;15;3;38;65027;431;3967;6:42;27;1416;93;221;18215;398;7:0;0;0;DIL;0;0;6160;0;7:56;6160;0;7;56;0;0;
202;15;18/5/22;6:44;20;15;3;38;64877;433;4088;7:3;27;1409;93;230;18174;372;7:21;0;0;DIL;0;0;6424;0;8:18;6468;0;8;18;0;0;
202;15;18/5/22;7:5;21;15;3;38;64920;437;3961;7:24;27;1410;93;253;18184;424;7:43;0;0;DIL;0;0;5896;0;8:38;5896;0;8;38;0;0;
202;15;18/5/22;7:26;22;15;3;38;65009;435;3966;7:46;27;1418;93;198;18205;362;8:3;0;0;DIL;0;0;6380;0;9:0;6424;0;9;0;0;0;
202;15;18/5/22;7:26;22;15;3;38;65009;435;3966;7:46;27;1418;93;198;18205;362;8:3;0;0;DIL;0;0;6380;0;9:0;6424;0;9;0;0;0;
202;15;18/5/22;7:48;23;15;3;38;64795;435;3953;8:6;26;1411;94;206;18144;396;8:25;0;0;DIL;0;0;6028;0;9:21;6072;0;9;21;0;0;
202;15;18/5/22;8:8;24;15;3;38;64886;440;4023;8:28;27;1411;93;196;18174;397;8:46;0;0;DIL;0;0;6160;0;9:42;6160;0;9;42;0;0;
202;15;18/5/22;8:8;24;15;3;38;64886;440;4023;8:28;27;1411;93;196;18174;397;8:46;0;0;DIL;0;0;6160;0;9:42;6160;0;9;42;0;0;
202;15;18/5/22;8:30;25;15;3;38;64956;438;3963;8:49;27;1409;93;188;18195;378;9:7;0;0;DIL;0;0;6072;0;10:3;6116;0;10;3;0;0;
202;15;18/5/22;8:51;26;15;3;38;65012;438;3966;9:10;27;1417;93;193;18205;387;9:28;0;0;DIL;0;0;6160;0;10:24;6160;0;10;24;0;0;
202;15;18/5/22;8:51;26;15;3;38;65012;438;3966;9:10;27;1417;93;193;18205;387;9:28;0;0;DIL;0;0;6160;0;10:24;6160;0;10;24;0;0;
202;15;18/5/22;9:12;27;15;3;38;64918;435;3961;9:31;27;1415;93;182;18184;405;9:49;0;0;DIL;0;0;5984;0;10:45;6028;0;10;45;0;0;
202;15;18/5/22;9:33;28;15;3;38;64929;435;3961;9:52;26;1412;94;198;18184;371;10:10;0;0;DIL;0;0;6160;0;11:6;6160;0;11;6;0;0;
202;15;18/5/22;9:33;28;15;3;38;64929;435;3961;9:52;26;1412;94;198;18184;371;10:10;0;0;DIL;0;0;6160;0;11:6;6160;0;11;6;0;0;
202;15;18/5/22;9:54;29;15;3;38;65032;429;3968;10:13;27;1417;93;198;18215;372;10:31;0;0;DIL;0;0;5808;0;11:26;5852;0;11;26;0;0;
202;15;18/5/22;9:54;29;15;3;38;65032;429;3968;10:13;27;1417;93;198;18215;372;10:31;0;0;DIL;0;0;5808;0;11:26;5852;0;11;26;0;0;
202;15;18/5/22;10:15;30;15;3;38;65028;430;3967;10:34;27;1407;93;194;18215;380;10:51;0;0;DIL;0;0;5940;0;11:47;5984;0;11;46;0;0;
202;15;18/5/22;10:36;31;15;3;38;65019;433;3967;10:54;28;1410;92;187;18205;350;11:11;0;0;DIL;0;0;5852;0;12:7;5852;0;12;6;0;0;
202;15;18/5/22;10:36;31;15;3;38;65019;433;3967;10:54;28;1410;92;187;18205;350;11:11;0;0;DIL;0;0;5852;0;12:7;5852;0;12;6;0;0;
