TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;10;3/6/22;22:47;34;10;293;40;70491;527;4159;23:5;24;924;96;199;16212;400;23:23;148;43;DIX;148;43;5940;0;0:0;5940;0;0;0;0;0;
202;10;3/6/22;23:7;35;10;293;40;70423;530;4156;23:25;24;920;96;220;16212;400;23:43;44;179;DIX;44;179;5940;44;0:0;5940;44;0;0;0;0;
202;10;3/6/22;23:27;36;10;293;40;70515;521;4161;23:45;24;920;96;189;16240;400;0:3;179;74;DIX;179;74;5940;65492;0:0;5940;0;0;0;0;0;
202;10;4/6/22;0:7;1;10;293;40;70634;529;4097;0:25;24;932;96;208;16268;400;0:47;223;118;DIX;221;123;5940;0;0:0;6248;0;0;0;0;0;
202;10;4/6/22;0:27;2;10;293;40;70469;531;4158;0:48;24;925;96;206;16212;400;1:8;126;23;DIX;124;26;6028;0;0:0;6248;0;0;0;0;0;
202;10;4/6/22;0:50;3;10;293;40;70619;520;4167;1:9;25;937;95;189;16268;400;1:29;29;163;DIX;27;165;5940;0;0:0;6116;0;0;0;0;0;
202;10;4/6/22;1:11;4;10;293;40;70579;527;4165;1:30;25;919;95;177;16240;400;1:50;168;65;DIX;166;70;6028;0;0:0;6336;0;0;0;0;0;
202;10;4/6/22;1:32;5;10;293;40;70585;528;4094;1:51;25;922;95;185;16240;400;2:11;73;207;DIX;71;207;5940;0;0:0;6028;0;0;0;0;0;
202;10;4/6/22;1:53;6;10;293;40;70508;533;4160;2:12;24;924;96;197;16240;400;2:31;210;107;DIX;208;108;6028;0;0:0;6160;0;0;0;0;0;
202;10;4/6/22;2:14;7;10;293;40;70584;541;4165;2:32;25;935;95;180;16240;400;2:52;111;6;DIX;109;7;5940;0;0:0;6072;0;0;0;0;0;
